Sales Person,Country,Product,Amount,Boxes Shipped,Day,Month,Year,Price Per Box
Gigi Bohling,USA,Milk Bars,516.92,141,Friday,June,2023,3.6660992907801417
Brien Boise,UK,Caramel Stuffed Bars,2882.76,145,Saturday,March,2023,19.881103448275862
Curtice Advani,New Zealand,Peanut Butter Cubes,1637.72,454,Wednesday,March,2023,3.6073127753303966
Curtice Advani,New Zealand,50% Dark Bites,10791.46,88,Friday,January,2023,122.63022727272727
Beverie Moffet,Canada,Drinking Coco,1093.46,115,Wednesday,July,2023,9.508347826086958
Barr Faughny,USA,Caramel Stuffed Bars,3407.61,316,Wednesday,March,2023,10.783575949367089
Mallorie Waber,Canada,Almond Choco,4753.93,37,Friday,May,2023,128.4845945945946
Oby Sorrel,USA,Drinking Coco,8280.62,47,Saturday,March,2023,176.18340425531918
Brien Boise,New Zealand,Eclairs,4981.78,299,Tuesday,July,2023,16.661471571906354
Gunar Cockshoot,New Zealand,Choco Coated Almonds,13998.33,60,Tuesday,August,2023,233.3055
Gunar Cockshoot,UK,Spicy Special Slims,13105.65,199,Thursday,February,2023,65.8575376884422
Curtice Advani,USA,After Nines,15728.81,256,Thursday,April,2023,61.4406640625
Oby Sorrel,India,Choco Coated Almonds,53.85,399,Tuesday,February,2023,0.1349624060150376
Ches Bonnell,Australia,Peanut Butter Cubes,10857.23,73,Tuesday,March,2023,148.72917808219177
Oby Sorrel,Australia,Spicy Special Slims,12412.53,25,Wednesday,April,2023,496.50120000000004
Jehu Rudeforth,Canada,Manuka Honey Choco,3669.15,209,Wednesday,April,2023,17.55574162679426
Camilla Castle,Canada,Drinking Coco,13555.26,279,Friday,March,2023,48.58516129032258
Kaine Padly,USA,Spicy Special Slims,2333.84,171,Tuesday,June,2023,13.648187134502924
Marney O'Breen,New Zealand,70% Dark Bites,8973.05,360,Tuesday,February,2023,24.92513888888889
Roddy Speechley,New Zealand,99% Dark & Pure,8610.38,188,Tuesday,April,2023,45.799893617021276
Oby Sorrel,New Zealand,85% Dark Bars,3432.3,452,Wednesday,February,2023,7.59358407079646
Dotty Strutley,New Zealand,Orange Choco,2283.39,155,Friday,August,2023,14.731548387096773
Andria Kimpton,New Zealand,Almond Choco,7190.49,165,Wednesday,April,2023,43.57872727272727
Karlen McCaffrey,Australia,99% Dark & Pure,11303.07,166,Thursday,January,2023,68.09078313253012
Kaine Padly,UK,After Nines,18911.49,171,Saturday,January,2023,110.59350877192983
Kaine Padly,Canada,After Nines,6233.02,178,Tuesday,August,2023,35.01696629213483
Kaine Padly,UK,Drinking Coco,2334.5,233,Friday,January,2023,10.01931330472103
Rafaelita Blaksland,UK,50% Dark Bites,11099.73,73,Thursday,February,2023,152.05109589041095
Dotty Strutley,USA,Raspberry Choco,3590.55,47,Tuesday,January,2023,76.39468085106384
Karlen McCaffrey,USA,White Choc,5209.4,2,Thursday,August,2023,2604.7
Oby Sorrel,USA,Spicy Special Slims,6315.14,398,Tuesday,February,2023,15.867185929648242
Mallorie Waber,Australia,Smooth Sliky Salty,4454.71,117,Saturday,February,2023,38.074444444444445
Kaine Padly,Canada,Organic Choco Syrup,6078.71,78,Wednesday,March,2023,77.93217948717948
Marney O'Breen,USA,Peanut Butter Cubes,695.96,363,Thursday,June,2023,1.917245179063361
Dennison Crosswaite,UK,Smooth Sliky Salty,563.76,151,Wednesday,April,2023,3.7335099337748345
Brien Boise,Australia,Organic Choco Syrup,4479.69,261,Saturday,July,2023,17.163563218390802
Beverie Moffet,India,Organic Choco Syrup,1093.72,22,Friday,June,2023,49.71454545454546
Dennison Crosswaite,Australia,Baker's Choco Chips,15870.43,449,Wednesday,January,2023,35.34616926503341
Beverie Moffet,UK,50% Dark Bites,2529.82,297,Thursday,February,2023,8.517912457912459
Van Tuxwell,UK,Almond Choco,11258.39,217,Tuesday,June,2023,51.88198156682027
Dotty Strutley,UK,Caramel Stuffed Bars,6180.45,230,Thursday,August,2023,26.871521739130433
Wilone O'Kielt,Australia,Smooth Sliky Salty,2496.06,45,Wednesday,January,2023,55.467999999999996
Andria Kimpton,Canada,70% Dark Bites,10964.29,16,Saturday,April,2023,685.268125
Barr Faughny,UK,Milk Bars,4012.51,409,Thursday,March,2023,9.810537897310514
Van Tuxwell,Canada,Drinking Coco,4919.25,746,Thursday,June,2023,6.59416890080429
Jehu Rudeforth,Australia,After Nines,5602.02,51,Tuesday,February,2023,109.84352941176472
Husein Augar,UK,After Nines,3563.87,372,Wednesday,July,2023,9.580295698924731
Barr Faughny,India,Mint Chip Choco,8313.09,493,Thursday,January,2023,16.862251521298173
Curtice Advani,India,Mint Chip Choco,8447.48,96,Friday,March,2023,87.99458333333332
Jehu Rudeforth,New Zealand,Milk Bars,2646.23,198,Thursday,May,2023,13.364797979797979
Gunar Cockshoot,India,Caramel Stuffed Bars,2706.83,198,Friday,July,2023,13.670858585858586
Curtice Advani,UK,Manuka Honey Choco,1710.48,108,Tuesday,February,2023,15.837777777777777
Andria Kimpton,India,Orange Choco,318.19,417,Tuesday,May,2023,0.7630455635491606
Mallorie Waber,Australia,Raspberry Choco,9479.65,26,Tuesday,April,2023,364.6019230769231
Beverie Moffet,Canada,85% Dark Bars,6393.2,44,Thursday,February,2023,145.29999999999998
Kelci Walkden,Australia,Drinking Coco,1355.65,60,Thursday,May,2023,22.59416666666667
Van Tuxwell,Canada,70% Dark Bites,7911.23,74,Friday,June,2023,106.90851351351351
Dennison Crosswaite,USA,Caramel Stuffed Bars,2583.03,501,Tuesday,July,2023,5.155748502994013
Beverie Moffet,New Zealand,Spicy Special Slims,66.13,65,Wednesday,June,2023,1.0173846153846153
Jan Morforth,UK,Almond Choco,10668.69,150,Thursday,July,2023,71.1246
Husein Augar,India,Raspberry Choco,10994.3,152,Thursday,June,2023,72.33092105263158
Dotty Strutley,India,Mint Chip Choco,1259.61,227,Friday,April,2023,5.548942731277533
Camilla Castle,India,Drinking Coco,492.13,164,Tuesday,August,2023,3.0007926829268294
Marney O'Breen,UK,Drinking Coco,1016.77,28,Wednesday,March,2023,36.31321428571429
Roddy Speechley,Australia,Organic Choco Syrup,4111.42,81,Tuesday,July,2023,50.75827160493827
Ches Bonnell,India,99% Dark & Pure,503.97,105,Thursday,February,2023,4.799714285714286
Rafaelita Blaksland,Canada,Spicy Special Slims,2883.71,163,Tuesday,May,2023,17.691472392638037
Van Tuxwell,India,Eclairs,11861.89,105,Friday,July,2023,112.97038095238095
Gunar Cockshoot,Australia,99% Dark & Pure,8564.73,237,Friday,August,2023,36.13810126582278
Kaine Padly,USA,85% Dark Bars,538.03,271,Thursday,June,2023,1.985350553505535
Camilla Castle,UK,Peanut Butter Cubes,5231.88,125,Wednesday,July,2023,41.85504
Madelene Upcott,UK,Peanut Butter Cubes,7916.13,84,Saturday,August,2023,94.23964285714285
Madelene Upcott,USA,Choco Coated Almonds,6016.32,143,Wednesday,June,2023,42.07216783216783
Marney O'Breen,Canada,Peanut Butter Cubes,7504.86,97,Wednesday,March,2023,77.36969072164948
Ches Bonnell,Australia,Choco Coated Almonds,1590.98,182,Saturday,April,2023,8.741648351648351
Curtice Advani,Canada,Eclairs,740.07,205,Saturday,May,2023,3.61009756097561
Roddy Speechley,India,Drinking Coco,4591.11,11,Wednesday,May,2023,417.3736363636363
Van Tuxwell,Australia,Mint Chip Choco,2686.51,324,Friday,January,2023,8.291697530864198
Dennison Crosswaite,USA,70% Dark Bites,735.48,77,Wednesday,March,2023,9.551688311688311
Andria Kimpton,Canada,Peanut Butter Cubes,1160.54,311,Thursday,February,2023,3.7316398713826366
Gigi Bohling,USA,70% Dark Bites,8078.15,189,Saturday,January,2023,42.74153439153439
Rafaelita Blaksland,Australia,White Choc,7467.74,111,Tuesday,March,2023,67.27693693693693
Roddy Speechley,Canada,Drinking Coco,7588.41,342,Wednesday,May,2023,22.188333333333333
Camilla Castle,New Zealand,85% Dark Bars,15372.54,57,Tuesday,August,2023,269.6936842105263
Madelene Upcott,Canada,Milk Bars,3907.5,86,Wednesday,April,2023,45.43604651162791
Madelene Upcott,Australia,70% Dark Bites,3740.76,255,Saturday,April,2023,14.66964705882353
Oby Sorrel,Canada,Eclairs,6211.75,561,Friday,May,2023,11.072638146167558
Dennison Crosswaite,Canada,Drinking Coco,2924.46,25,Tuesday,January,2023,116.97840000000001
Mallorie Waber,New Zealand,After Nines,501.79,241,Thursday,May,2023,2.082116182572614
Roddy Speechley,Canada,White Choc,6594.09,270,Wednesday,April,2023,24.422555555555554
Andria Kimpton,India,After Nines,960.68,71,Tuesday,January,2023,13.530704225352112
Roddy Speechley,India,Spicy Special Slims,11370.32,170,Wednesday,March,2023,66.88423529411764
Dotty Strutley,Australia,White Choc,6067.94,94,Wednesday,July,2023,64.55255319148935
Oby Sorrel,Canada,Orange Choco,8909.75,355,Thursday,April,2023,25.097887323943663
Kaine Padly,Canada,Almond Choco,6865.35,75,Saturday,August,2023,91.53800000000001
Jan Morforth,UK,Baker's Choco Chips,805.23,259,Saturday,March,2023,3.108996138996139
Jehu Rudeforth,UK,Fruit & Nut Bars,9851.62,221,Saturday,May,2023,44.57746606334842
Dennison Crosswaite,USA,Smooth Sliky Salty,11823.35,90,Friday,May,2023,131.37055555555557
Brien Boise,USA,Raspberry Choco,683.63,202,Thursday,January,2023,3.3843069306930693
Madelene Upcott,New Zealand,Milk Bars,14002.42,388,Wednesday,March,2023,36.08871134020619
Roddy Speechley,India,50% Dark Bites,8744.95,12,Tuesday,March,2023,728.7458333333334
Barr Faughny,New Zealand,99% Dark & Pure,9294.14,201,Wednesday,May,2023,46.239502487562184
Dennison Crosswaite,Canada,Organic Choco Syrup,8831.89,79,Saturday,January,2023,111.79607594936708
Beverie Moffet,India,Almond Choco,3474.98,104,Wednesday,May,2023,33.41326923076923
Brien Boise,Australia,Peanut Butter Cubes,311.61,204,Saturday,August,2023,1.5275
Karlen McCaffrey,Australia,Spicy Special Slims,4791.2,335,Wednesday,May,2023,14.302089552238806
Jehu Rudeforth,USA,White Choc,6646.33,117,Wednesday,June,2023,56.80623931623931
Ches Bonnell,Canada,Organic Choco Syrup,593.63,229,Wednesday,July,2023,2.5922707423580786
Dotty Strutley,India,Eclairs,2345.95,406,Friday,July,2023,5.778201970443349
Karlen McCaffrey,India,70% Dark Bites,5083.07,368,Tuesday,May,2023,13.812690217391303
Jehu Rudeforth,UK,Mint Chip Choco,6339.57,187,Thursday,January,2024,33.90144385026738
Van Tuxwell,India,85% Dark Bars,9005.87,90,Thursday,August,2024,100.06522222222223
Gigi Bohling,India,Peanut Butter Cubes,5159.07,87,Sunday,July,2024,59.29965517241379
Jan Morforth,Australia,Peanut Butter Cubes,13370.97,349,Saturday,April,2024,38.31223495702005
Jehu Rudeforth,UK,Peanut Butter Cubes,14791.64,182,Saturday,February,2024,81.27274725274725
Van Tuxwell,India,Smooth Sliky Salty,6429.35,40,Thursday,June,2024,160.73375000000001
Oby Sorrel,UK,99% Dark & Pure,15900.6,188,Thursday,January,2024,84.57765957446809
Gunar Cockshoot,Australia,After Nines,3400.26,77,Sunday,March,2024,44.15922077922078
Jehu Rudeforth,New Zealand,50% Dark Bites,4357.76,63,Saturday,April,2024,69.17079365079366
Brien Boise,Australia,99% Dark & Pure,3356.17,111,Thursday,July,2024,30.235765765765766
Rafaelita Blaksland,UK,Smooth Sliky Salty,5287.86,67,Saturday,January,2024,78.92328358208955
Barr Faughny,USA,Orange Choco,4244.36,11,Sunday,March,2024,385.85090909090906
Mallorie Waber,Canada,Eclairs,1671.64,277,Saturday,January,2024,6.034801444043322
Karlen McCaffrey,New Zealand,Drinking Coco,181.84,167,Sunday,July,2024,1.0888622754491017
Marney O'Breen,New Zealand,Peanut Butter Cubes,8950.59,189,Saturday,August,2024,47.357619047619046
Beverie Moffet,Australia,Organic Choco Syrup,7271.76,385,Friday,January,2024,18.88768831168831
Van Tuxwell,Canada,Organic Choco Syrup,4864.83,42,Wednesday,February,2024,115.82928571428572
Roddy Speechley,USA,Smooth Sliky Salty,3175.11,149,Friday,April,2024,21.30946308724832
Beverie Moffet,Canada,Milk Bars,10137.79,250,Friday,February,2024,40.55116
Curtice Advani,UK,85% Dark Bars,1206.95,174,Saturday,June,2024,6.936494252873564
Brien Boise,Australia,Eclairs,8222.65,92,Thursday,June,2024,89.3766304347826
Gunar Cockshoot,USA,Spicy Special Slims,1440.85,152,Saturday,February,2024,9.479276315789473
Marney O'Breen,USA,After Nines,5611.65,159,Thursday,May,2024,35.29339622641509
Husein Augar,UK,Drinking Coco,3562.44,111,Thursday,March,2024,32.094054054054055
Kaine Padly,Australia,Eclairs,8385.26,122,Wednesday,February,2024,68.73163934426229
Karlen McCaffrey,India,Fruit & Nut Bars,181.31,330,Friday,January,2024,0.5494242424242425
Roddy Speechley,Canada,Spicy Special Slims,1800.27,191,Friday,February,2024,9.425497382198953
Husein Augar,USA,Eclairs,4449.37,113,Sunday,July,2024,39.37495575221239
Dennison Crosswaite,New Zealand,White Choc,10113.4,155,Friday,July,2024,65.24774193548387
Dennison Crosswaite,New Zealand,Manuka Honey Choco,5932.84,303,Saturday,June,2024,19.5803300330033
Van Tuxwell,New Zealand,85% Dark Bars,2006.71,124,Friday,May,2024,16.183145161290323
Rafaelita Blaksland,UK,99% Dark & Pure,14086.69,157,Saturday,June,2024,89.72414012738854
Wilone O'Kielt,Australia,Manuka Honey Choco,4799.54,90,Saturday,May,2024,53.32822222222222
Karlen McCaffrey,UK,Almond Choco,8101.98,138,Sunday,June,2024,58.709999999999994
Andria Kimpton,Canada,After Nines,2321.97,71,Saturday,May,2024,32.70380281690141
Roddy Speechley,USA,Manuka Honey Choco,10245.0,329,Monday,July,2024,31.13981762917933
Andria Kimpton,UK,50% Dark Bites,2930.4,344,Saturday,August,2024,8.518604651162791
Kelci Walkden,New Zealand,After Nines,170.24,75,Sunday,July,2024,2.2698666666666667
Camilla Castle,Australia,85% Dark Bars,4247.49,14,Sunday,May,2024,303.39214285714286
Karlen McCaffrey,India,Manuka Honey Choco,2696.1,605,Thursday,July,2024,4.456363636363636
Kelci Walkden,USA,After Nines,1083.76,16,Sunday,June,2024,67.735
Karlen McCaffrey,USA,Raspberry Choco,17037.09,347,Monday,April,2024,49.09824207492795
Mallorie Waber,Canada,Choco Coated Almonds,5706.43,247,Thursday,July,2024,23.102955465587044
Andria Kimpton,India,Spicy Special Slims,6682.34,139,Friday,February,2024,48.07438848920864
Madelene Upcott,Canada,Almond Choco,8192.6,100,Thursday,August,2024,81.926
Kaine Padly,USA,Peanut Butter Cubes,7568.16,206,Friday,February,2024,36.73864077669903
Van Tuxwell,USA,50% Dark Bites,10772.33,156,Saturday,January,2024,69.05339743589744
Curtice Advani,Australia,Milk Bars,7467.12,18,Wednesday,February,2024,414.84
Roddy Speechley,India,Eclairs,4985.9,311,Monday,June,2024,16.03183279742765
Curtice Advani,India,Fruit & Nut Bars,5693.6,177,Sunday,July,2024,32.16723163841808
Curtice Advani,Canada,Almond Choco,5879.1,75,Sunday,March,2024,78.388
Brien Boise,Australia,Fruit & Nut Bars,9771.93,22,Thursday,June,2024,444.1786363636364
Dotty Strutley,Australia,Drinking Coco,105.06,140,Friday,July,2024,0.7504285714285714
Beverie Moffet,USA,Raspberry Choco,16414.69,80,Friday,April,2024,205.18362499999998
Marney O'Breen,India,85% Dark Bars,2553.41,183,Friday,July,2024,13.953060109289616
Jehu Rudeforth,Canada,Drinking Coco,473.99,25,Monday,July,2024,18.959600000000002
Ches Bonnell,New Zealand,Spicy Special Slims,3873.98,19,Wednesday,February,2024,203.89368421052632
Brien Boise,Canada,99% Dark & Pure,17718.25,430,Saturday,May,2024,41.205232558139535
Barr Faughny,Australia,Fruit & Nut Bars,16572.07,57,Sunday,June,2024,290.73807017543857
Andria Kimpton,Australia,50% Dark Bites,5220.19,216,Sunday,June,2024,24.167546296296294
Andria Kimpton,Australia,Drinking Coco,1797.26,49,Friday,June,2024,36.67877551020408
Marney O'Breen,Australia,Organic Choco Syrup,295.62,182,Thursday,May,2024,1.6242857142857143
Kelci Walkden,Canada,Baker's Choco Chips,3597.37,288,Sunday,May,2024,12.490868055555556
Karlen McCaffrey,India,Almond Choco,6580.43,147,Saturday,July,2024,44.76482993197279
Oby Sorrel,India,99% Dark & Pure,12232.97,11,Monday,May,2024,1112.0881818181817
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2243.44,11,Sunday,April,2024,203.94909090909093
Van Tuxwell,Australia,Organic Choco Syrup,22943.37,14,Saturday,August,2024,1638.8121428571428
Camilla Castle,India,50% Dark Bites,10590.61,430,Thursday,July,2024,24.62932558139535
Oby Sorrel,India,Organic Choco Syrup,6468.82,59,Monday,July,2024,109.64101694915254
Jan Morforth,USA,Peanut Butter Cubes,10463.57,109,Monday,July,2024,95.99605504587156
Gigi Bohling,USA,Choco Coated Almonds,14154.35,105,Saturday,March,2024,134.80333333333334
Gigi Bohling,UK,Almond Choco,6031.14,9,Wednesday,January,2024,670.1266666666667
Jehu Rudeforth,New Zealand,White Choc,3308.4,258,Monday,March,2024,12.82325581395349
Andria Kimpton,New Zealand,Peanut Butter Cubes,1119.94,283,Thursday,June,2024,3.957385159010601
Van Tuxwell,UK,Organic Choco Syrup,2303.39,222,Monday,August,2024,10.37563063063063
Roddy Speechley,Canada,Milk Bars,723.37,33,Saturday,July,2024,21.92030303030303
Camilla Castle,USA,Spicy Special Slims,1413.64,261,Sunday,February,2024,5.41624521072797
Marney O'Breen,USA,Orange Choco,9001.89,193,Saturday,January,2024,46.641917098445596
Van Tuxwell,UK,99% Dark & Pure,5283.91,136,Wednesday,January,2024,38.852279411764705
Camilla Castle,USA,White Choc,10958.51,23,Sunday,August,2024,476.45695652173913
Andria Kimpton,USA,Raspberry Choco,15531.78,22,Sunday,June,2024,705.99
Dotty Strutley,Australia,Fruit & Nut Bars,317.36,337,Friday,August,2024,0.9417210682492582
Brien Boise,New Zealand,Mint Chip Choco,71.41,188,Thursday,August,2024,0.3798404255319149
Roddy Speechley,New Zealand,After Nines,9317.33,11,Saturday,May,2024,847.03
Roddy Speechley,Canada,Organic Choco Syrup,4790.71,86,Wednesday,January,2024,55.70593023255814
Dennison Crosswaite,Australia,70% Dark Bites,6166.8,114,Wednesday,February,2024,54.09473684210526
Karlen McCaffrey,USA,Orange Choco,11741.46,433,Sunday,May,2024,27.11653579676674
Madelene Upcott,Australia,Spicy Special Slims,8519.77,443,Thursday,March,2024,19.231986455981943
Dennison Crosswaite,Australia,85% Dark Bars,8278.86,453,Friday,April,2024,18.275629139072848
Andria Kimpton,Canada,Caramel Stuffed Bars,7560.62,336,Wednesday,January,2024,22.50184523809524
Dennison Crosswaite,UK,Eclairs,6702.11,285,Sunday,March,2024,23.51617543859649
Madelene Upcott,India,Raspberry Choco,4758.69,10,Sunday,July,2024,475.86899999999997
Van Tuxwell,USA,After Nines,709.25,263,Friday,July,2024,2.696768060836502
Wilone O'Kielt,Australia,Organic Choco Syrup,2003.05,110,Sunday,July,2024,18.209545454545456
Karlen McCaffrey,Canada,50% Dark Bites,3248.0,64,Monday,July,2024,50.75
Roddy Speechley,New Zealand,Orange Choco,51.98,95,Monday,April,2024,0.5471578947368421
Beverie Moffet,Australia,Eclairs,2134.65,6,Thursday,June,2024,355.77500000000003
Kelci Walkden,UK,Fruit & Nut Bars,15540.41,520,Saturday,June,2024,29.885403846153846
Marney O'Breen,USA,50% Dark Bites,1117.77,114,Saturday,June,2024,9.805
Husein Augar,USA,After Nines,13999.05,179,Monday,April,2024,78.20698324022347
Dennison Crosswaite,Australia,Raspberry Choco,6265.59,31,Thursday,March,2024,202.1158064516129
Andria Kimpton,USA,Fruit & Nut Bars,1536.82,386,Monday,July,2024,3.9813989637305696
Kelci Walkden,India,Eclairs,6069.93,80,Friday,April,2024,75.874125
Marney O'Breen,USA,99% Dark & Pure,4861.33,286,Thursday,March,2024,16.99765734265734
Brien Boise,Canada,Spicy Special Slims,8993.24,97,Monday,March,2024,92.7138144329897
Karlen McCaffrey,New Zealand,70% Dark Bites,150.42,40,Friday,August,2024,3.7604999999999995
Husein Augar,UK,Spicy Special Slims,5593.68,41,Sunday,August,2024,136.43121951219513
Marney O'Breen,USA,Almond Choco,9376.61,167,Sunday,February,2024,56.14736526946108
Kelci Walkden,India,Orange Choco,11315.16,134,Friday,June,2024,84.44149253731344
Jan Morforth,India,Spicy Special Slims,2048.34,506,Friday,April,2024,4.0481027667984195
Ches Bonnell,India,Spicy Special Slims,12562.81,101,Saturday,July,2024,124.38425742574258
Kelci Walkden,UK,Smooth Sliky Salty,6883.75,182,Friday,January,2024,37.8228021978022
Madelene Upcott,Australia,Fruit & Nut Bars,6105.6,90,Friday,January,2024,67.84
Madelene Upcott,Canada,70% Dark Bites,12634.72,145,Wednesday,January,2024,87.136
Wilone O'Kielt,Australia,Drinking Coco,663.74,285,Saturday,April,2024,2.3289122807017546
Gunar Cockshoot,Australia,Fruit & Nut Bars,7044.68,21,Saturday,June,2024,335.4609523809524
